@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute iposx numeric
@attribute iposy numeric
@attribute ivel numeric
@attribute iaccel numeric
@attribute itime numeric
@attribute isignal numeric
@attribute iaccel_max numeric
@attribute iaccel_stddev numeric
@attribute iposx_stddev numeric
@attribute iposy_stddev numeric
@attribute posx numeric
@attribute posy numeric
@attribute vel numeric
@attribute accel numeric
@attribute time numeric
@attribute signal {0,1,2}
@attribute accel_max10 numeric
@attribute accel_stddev10 numeric
@attribute posx_stddev numeric
@attribute posy_stddev numeric
@attribute conductor_events {0,1,2,3,4,5,6,7,8,9,10}
@attribute contuctor_time numeric
@attribute graphics_trigger numeric
@attribute color_trigger numeric
@attribute particle_maxspeed numeric
@attribute particle_maxforce numeric
@attribute mixgraphics {0,1,2,3}

@data
1342,'2018/04/05 14:37:05:904',29,132,0,0,0,3,1,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?,?
1343,'2018/04/05 14:37:06:109',29,132,0,0,0,3,1,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?,?
1344,'2018/04/05 14:37:06:310',29,132,0,0,0,3,1,0,0,0,0,?,?,?,?,3,?,?,?,?,?,?,?,?,?,?,?,?
1345,'2018/04/05 14:37:54:066',30,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1346,'2018/04/05 14:37:54:271',30,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1347,'2018/04/05 14:37:54:472',30,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1348,'2018/04/05 14:37:54:676',30,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1349,'2018/04/05 14:37:54:879',30,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1350,'2018/04/05 14:37:55:083',30,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1351,'2018/04/05 14:37:55:287',30,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1352,'2018/04/05 14:37:55:487',30,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1353,'2018/04/05 14:37:55:689',30,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1354,'2018/04/05 14:38:26:154',31,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1355,'2018/04/05 14:38:26:358',31,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1356,'2018/04/05 14:38:26:560',31,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1357,'2018/04/05 14:38:26:763',31,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1358,'2018/04/05 14:38:26:966',31,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1359,'2018/04/05 14:38:27:167',31,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1360,'2018/04/05 14:38:27:371',31,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1361,'2018/04/05 14:38:27:575',31,132,0,0,0,4,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1362,'2018/04/05 14:38:57:448',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1363,'2018/04/05 14:38:57:650',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1364,'2018/04/05 14:38:57:853',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1365,'2018/04/05 14:38:58:055',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1366,'2018/04/05 14:38:58:258',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1367,'2018/04/05 14:38:58:462',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1368,'2018/04/05 14:38:58:664',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1369,'2018/04/05 14:38:58:866',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1370,'2018/04/05 14:38:59:070',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1371,'2018/04/05 14:38:59:274',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1372,'2018/04/05 14:38:59:478',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1373,'2018/04/05 14:38:59:682',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1374,'2018/04/05 14:38:59:887',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1375,'2018/04/05 14:39:00:087',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1376,'2018/04/05 14:39:00:292',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1377,'2018/04/05 14:39:00:496',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1378,'2018/04/05 14:39:00:697',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1379,'2018/04/05 14:39:00:898',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1380,'2018/04/05 14:39:01:101',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1381,'2018/04/05 14:39:01:306',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1382,'2018/04/05 14:39:01:509',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1383,'2018/04/05 14:39:01:714',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1384,'2018/04/05 14:39:01:917',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1385,'2018/04/05 14:39:02:121',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1386,'2018/04/05 14:39:02:322',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1387,'2018/04/05 14:39:02:526',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1388,'2018/04/05 14:39:02:729',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1389,'2018/04/05 14:39:02:933',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1390,'2018/04/05 14:39:03:137',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1391,'2018/04/05 14:39:03:341',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1392,'2018/04/05 14:39:03:543',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1393,'2018/04/05 14:39:03:746',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1394,'2018/04/05 14:39:03:949',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1395,'2018/04/05 14:39:04:151',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1396,'2018/04/05 14:39:04:352',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1397,'2018/04/05 14:39:04:557',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1398,'2018/04/05 14:39:04:760',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1399,'2018/04/05 14:39:04:962',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1400,'2018/04/05 14:39:05:165',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1401,'2018/04/05 14:39:05:367',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1402,'2018/04/05 14:39:05:571',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1403,'2018/04/05 14:39:05:774',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1404,'2018/04/05 14:39:05:975',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1405,'2018/04/05 14:39:06:180',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1406,'2018/04/05 14:39:06:381',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1407,'2018/04/05 14:39:06:583',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1408,'2018/04/05 14:39:06:788',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1409,'2018/04/05 14:39:06:992',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1410,'2018/04/05 14:39:07:197',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1411,'2018/04/05 14:39:07:399',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1412,'2018/04/05 14:39:07:602',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1413,'2018/04/05 14:39:07:805',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1414,'2018/04/05 14:39:08:007',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1415,'2018/04/05 14:39:08:210',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1416,'2018/04/05 14:39:08:413',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1417,'2018/04/05 14:39:08:618',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1418,'2018/04/05 14:39:08:819',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1419,'2018/04/05 14:39:09:021',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1420,'2018/04/05 14:39:09:225',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1421,'2018/04/05 14:39:09:428',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1422,'2018/04/05 14:39:09:629',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1423,'2018/04/05 14:39:09:832',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1424,'2018/04/05 14:39:10:034',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1425,'2018/04/05 14:39:10:238',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1426,'2018/04/05 14:39:10:443',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1427,'2018/04/05 14:39:10:647',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1428,'2018/04/05 14:39:10:850',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1429,'2018/04/05 14:39:11:052',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1430,'2018/04/05 14:39:11:255',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1431,'2018/04/05 14:39:11:459',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1432,'2018/04/05 14:39:11:663',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1433,'2018/04/05 14:39:11:868',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1434,'2018/04/05 14:39:12:071',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1435,'2018/04/05 14:39:12:274',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1436,'2018/04/05 14:39:12:475',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1437,'2018/04/05 14:39:12:679',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1438,'2018/04/05 14:39:12:882',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1439,'2018/04/05 14:39:13:084',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1440,'2018/04/05 14:39:13:287',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1441,'2018/04/05 14:39:13:491',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1442,'2018/04/05 14:39:13:695',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1443,'2018/04/05 14:39:13:900',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1444,'2018/04/05 14:39:14:103',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1445,'2018/04/05 14:39:14:306',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1446,'2018/04/05 14:39:14:510',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1447,'2018/04/05 14:39:14:714',32,132,0,0,0,5,1,0,0,0,0,?,?,?,?,5,?,?,?,?,?,?,?,?,?,?,?,?
1448,'2018/04/05 14:40:28:266',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1449,'2018/04/05 14:40:28:470',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1450,'2018/04/05 14:40:28:675',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1451,'2018/04/05 14:40:28:879',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1452,'2018/04/05 14:40:29:082',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1453,'2018/04/05 14:40:29:285',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1454,'2018/04/05 14:40:29:488',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1455,'2018/04/05 14:40:29:691',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1456,'2018/04/05 14:40:29:892',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1457,'2018/04/05 14:40:30:096',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1458,'2018/04/05 14:40:30:298',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1459,'2018/04/05 14:40:30:501',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1460,'2018/04/05 14:40:30:703',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1461,'2018/04/05 14:40:30:907',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1462,'2018/04/05 14:40:31:109',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1463,'2018/04/05 14:40:31:311',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1464,'2018/04/05 14:40:31:516',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1465,'2018/04/05 14:40:31:721',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1466,'2018/04/05 14:40:31:925',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1467,'2018/04/05 14:40:32:127',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1468,'2018/04/05 14:40:32:330',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1469,'2018/04/05 14:40:32:533',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1470,'2018/04/05 14:40:32:737',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1471,'2018/04/05 14:40:32:940',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1472,'2018/04/05 14:40:33:141',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1473,'2018/04/05 14:40:33:343',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1474,'2018/04/05 14:40:33:546',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1475,'2018/04/05 14:40:33:749',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1476,'2018/04/05 14:40:33:951',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1477,'2018/04/05 14:40:34:154',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1478,'2018/04/05 14:40:34:358',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1479,'2018/04/05 14:40:34:559',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1480,'2018/04/05 14:40:34:762',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1481,'2018/04/05 14:40:34:966',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1482,'2018/04/05 14:40:35:171',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1483,'2018/04/05 14:40:35:375',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1484,'2018/04/05 14:40:35:578',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1485,'2018/04/05 14:40:35:782',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1486,'2018/04/05 14:40:35:983',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1487,'2018/04/05 14:40:36:186',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1488,'2018/04/05 14:40:36:391',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1489,'2018/04/05 14:40:36:593',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1490,'2018/04/05 14:40:36:797',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1491,'2018/04/05 14:40:37:002',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1492,'2018/04/05 14:40:37:206',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1493,'2018/04/05 14:40:37:408',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1494,'2018/04/05 14:40:37:610',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1495,'2018/04/05 14:40:37:813',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1496,'2018/04/05 14:40:38:017',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1497,'2018/04/05 14:40:38:221',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1498,'2018/04/05 14:40:38:426',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1499,'2018/04/05 14:40:38:631',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1500,'2018/04/05 14:40:38:835',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1501,'2018/04/05 14:40:39:039',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1502,'2018/04/05 14:40:39:243',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1503,'2018/04/05 14:40:39:447',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1504,'2018/04/05 14:40:39:649',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1505,'2018/04/05 14:40:39:850',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1506,'2018/04/05 14:40:40:052',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1507,'2018/04/05 14:40:40:255',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1508,'2018/04/05 14:40:40:459',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1509,'2018/04/05 14:40:40:660',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1510,'2018/04/05 14:40:40:864',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1511,'2018/04/05 14:40:41:067',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1512,'2018/04/05 14:40:41:272',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1513,'2018/04/05 14:40:41:476',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1514,'2018/04/05 14:40:41:681',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1515,'2018/04/05 14:40:41:884',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1516,'2018/04/05 14:40:42:084',33,132,0,0,0,6,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1517,'2018/04/05 14:41:11:559',34,132,0,0,0,7,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1518,'2018/04/05 14:41:11:764',34,132,0,0,0,7,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1519,'2018/04/05 14:41:11:968',34,132,0,0,0,7,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1520,'2018/04/05 14:41:12:171',34,132,0,0,0,7,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
1521,'2018/04/05 14:41:12:375',34,132,0,0,0,7,1,0,0,0,0,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,?,?
