@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute posx numeric
@attribute posy numeric
@attribute vel numeric
@attribute accel numeric
@attribute time numeric
@attribute signal numeric
@attribute accel_Max10 numeric
@attribute accel_stddev numeric
@attribute posx_stddev numeric
@attribute posy_stddev numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric

@data
1603,'2018/04/04 20:10:13:253',41,629,22,0,0,20,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1604,'2018/04/04 20:10:13:454',41,629,22,0,0,20,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1605,'2018/04/04 20:10:13:659',41,629,22,0,0,20,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1606,'2018/04/04 20:10:13:863',41,629,22,0,0,20,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1607,'2018/04/04 20:10:14:064',41,629,22,0,0,20,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1608,'2018/04/04 20:10:14:264',41,629,22,0,0,20,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1609,'2018/04/04 20:10:14:467',41,629,22,0,0,20,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1610,'2018/04/04 20:10:14:670',41,629,22,0,0,20,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1611,'2018/04/04 20:10:14:873',41,629,22,0,0,20,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1612,'2018/04/04 20:10:15:078',41,629,22,0,0,20,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1613,'2018/04/04 20:11:17:747',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1614,'2018/04/04 20:11:17:952',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1615,'2018/04/04 20:11:18:155',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1616,'2018/04/04 20:11:18:355',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1617,'2018/04/04 20:11:18:555',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1618,'2018/04/04 20:11:18:758',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1619,'2018/04/04 20:11:18:959',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1620,'2018/04/04 20:11:19:160',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1621,'2018/04/04 20:11:19:361',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1622,'2018/04/04 20:11:19:562',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1623,'2018/04/04 20:11:19:766',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1624,'2018/04/04 20:11:19:970',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1625,'2018/04/04 20:11:20:171',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1626,'2018/04/04 20:11:20:373',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1627,'2018/04/04 20:11:20:576',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1628,'2018/04/04 20:11:20:779',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1629,'2018/04/04 20:11:20:979',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1630,'2018/04/04 20:11:21:179',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1631,'2018/04/04 20:11:21:385',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1632,'2018/04/04 20:11:21:588',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1633,'2018/04/04 20:11:21:792',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1634,'2018/04/04 20:11:21:996',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1635,'2018/04/04 20:11:22:200',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1636,'2018/04/04 20:11:22:405',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1637,'2018/04/04 20:11:22:608',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1638,'2018/04/04 20:11:22:811',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1639,'2018/04/04 20:11:23:014',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1640,'2018/04/04 20:11:23:219',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1641,'2018/04/04 20:11:23:422',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1642,'2018/04/04 20:11:23:627',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1643,'2018/04/04 20:11:23:830',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1644,'2018/04/04 20:11:24:034',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1645,'2018/04/04 20:11:24:238',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1646,'2018/04/04 20:11:24:442',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1647,'2018/04/04 20:11:24:646',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1648,'2018/04/04 20:11:24:850',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1649,'2018/04/04 20:11:25:054',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1650,'2018/04/04 20:11:25:257',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1651,'2018/04/04 20:11:25:459',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1652,'2018/04/04 20:11:25:659',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1653,'2018/04/04 20:11:25:862',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1654,'2018/04/04 20:11:26:067',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1655,'2018/04/04 20:11:26:271',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1656,'2018/04/04 20:11:26:472',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1657,'2018/04/04 20:11:26:677',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1658,'2018/04/04 20:11:26:879',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1659,'2018/04/04 20:11:27:081',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1660,'2018/04/04 20:11:27:284',42,629,22,0,0,21,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1661,'2018/04/04 20:11:46:765',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1662,'2018/04/04 20:11:46:966',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1663,'2018/04/04 20:11:47:166',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1664,'2018/04/04 20:11:47:371',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1665,'2018/04/04 20:11:47:575',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1666,'2018/04/04 20:11:47:776',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1667,'2018/04/04 20:11:47:977',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1668,'2018/04/04 20:11:48:178',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1669,'2018/04/04 20:11:48:382',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1670,'2018/04/04 20:11:48:583',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1671,'2018/04/04 20:11:48:788',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1672,'2018/04/04 20:11:48:992',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1673,'2018/04/04 20:11:49:196',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1674,'2018/04/04 20:11:49:399',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1675,'2018/04/04 20:11:49:604',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1676,'2018/04/04 20:11:49:809',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1677,'2018/04/04 20:11:50:010',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1678,'2018/04/04 20:11:50:213',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1679,'2018/04/04 20:11:50:413',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1680,'2018/04/04 20:11:50:617',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1681,'2018/04/04 20:11:50:821',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1682,'2018/04/04 20:11:51:025',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1683,'2018/04/04 20:11:51:226',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1684,'2018/04/04 20:11:51:429',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1685,'2018/04/04 20:11:51:633',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1686,'2018/04/04 20:11:51:834',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1687,'2018/04/04 20:11:52:037',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1688,'2018/04/04 20:11:52:241',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1689,'2018/04/04 20:11:52:442',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1690,'2018/04/04 20:11:52:645',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1691,'2018/04/04 20:11:52:846',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1692,'2018/04/04 20:11:53:050',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1693,'2018/04/04 20:11:53:250',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1694,'2018/04/04 20:11:53:450',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1695,'2018/04/04 20:11:53:655',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1696,'2018/04/04 20:11:53:859',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1697,'2018/04/04 20:11:54:064',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1698,'2018/04/04 20:11:54:267',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1699,'2018/04/04 20:11:54:472',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1700,'2018/04/04 20:11:54:676',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1701,'2018/04/04 20:11:54:880',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1702,'2018/04/04 20:11:55:083',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1703,'2018/04/04 20:11:55:283',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1704,'2018/04/04 20:11:55:486',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1705,'2018/04/04 20:11:55:690',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1706,'2018/04/04 20:11:55:893',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1707,'2018/04/04 20:11:56:095',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1708,'2018/04/04 20:11:56:296',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1709,'2018/04/04 20:11:56:497',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1710,'2018/04/04 20:11:56:700',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1711,'2018/04/04 20:11:56:901',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1712,'2018/04/04 20:11:57:106',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1713,'2018/04/04 20:11:57:310',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1714,'2018/04/04 20:11:57:511',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1715,'2018/04/04 20:11:57:714',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1716,'2018/04/04 20:11:57:917',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1717,'2018/04/04 20:11:58:122',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1718,'2018/04/04 20:11:58:326',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1719,'2018/04/04 20:11:58:528',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1720,'2018/04/04 20:11:58:732',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1721,'2018/04/04 20:11:58:936',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1722,'2018/04/04 20:11:59:138',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1723,'2018/04/04 20:11:59:343',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1724,'2018/04/04 20:11:59:545',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1725,'2018/04/04 20:11:59:745',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1726,'2018/04/04 20:11:59:946',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1727,'2018/04/04 20:12:00:147',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1728,'2018/04/04 20:12:00:351',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1729,'2018/04/04 20:12:00:556',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1730,'2018/04/04 20:12:00:760',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1731,'2018/04/04 20:12:00:964',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1732,'2018/04/04 20:12:01:168',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1733,'2018/04/04 20:12:01:373',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1734,'2018/04/04 20:12:01:575',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1735,'2018/04/04 20:12:01:778',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1736,'2018/04/04 20:12:01:982',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1737,'2018/04/04 20:12:02:183',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1738,'2018/04/04 20:12:02:385',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1739,'2018/04/04 20:12:02:590',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1740,'2018/04/04 20:12:02:794',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1741,'2018/04/04 20:12:02:998',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1742,'2018/04/04 20:12:03:201',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1743,'2018/04/04 20:12:03:401',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1744,'2018/04/04 20:12:03:605',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1745,'2018/04/04 20:12:03:810',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1746,'2018/04/04 20:12:04:011',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1747,'2018/04/04 20:12:04:213',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1748,'2018/04/04 20:12:04:418',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1749,'2018/04/04 20:12:04:621',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1750,'2018/04/04 20:12:04:822',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1751,'2018/04/04 20:12:05:022',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1752,'2018/04/04 20:12:05:226',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1753,'2018/04/04 20:12:05:428',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1754,'2018/04/04 20:12:05:629',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1755,'2018/04/04 20:12:05:829',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1756,'2018/04/04 20:12:06:031',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1757,'2018/04/04 20:12:06:235',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1758,'2018/04/04 20:12:06:439',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1759,'2018/04/04 20:12:06:643',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1760,'2018/04/04 20:12:06:844',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1761,'2018/04/04 20:12:07:046',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1762,'2018/04/04 20:12:07:247',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1763,'2018/04/04 20:12:07:451',43,629,22,0,0,22,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1764,'2018/04/04 20:13:54:878',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1765,'2018/04/04 20:13:55:081',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1766,'2018/04/04 20:13:55:285',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1767,'2018/04/04 20:13:55:486',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1768,'2018/04/04 20:13:55:691',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1769,'2018/04/04 20:13:55:892',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1770,'2018/04/04 20:13:56:094',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1771,'2018/04/04 20:13:56:294',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1772,'2018/04/04 20:13:56:495',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1773,'2018/04/04 20:13:56:700',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1774,'2018/04/04 20:13:56:904',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1775,'2018/04/04 20:13:57:109',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1776,'2018/04/04 20:13:57:314',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1777,'2018/04/04 20:13:57:515',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1778,'2018/04/04 20:13:57:715',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1779,'2018/04/04 20:13:57:917',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1780,'2018/04/04 20:13:58:121',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1781,'2018/04/04 20:13:58:326',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1782,'2018/04/04 20:13:58:526',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1783,'2018/04/04 20:13:58:729',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1784,'2018/04/04 20:13:58:933',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1785,'2018/04/04 20:13:59:139',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1786,'2018/04/04 20:13:59:343',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1787,'2018/04/04 20:13:59:546',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1788,'2018/04/04 20:13:59:751',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1789,'2018/04/04 20:13:59:954',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1790,'2018/04/04 20:14:00:159',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1791,'2018/04/04 20:14:00:363',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1792,'2018/04/04 20:14:00:568',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1793,'2018/04/04 20:14:00:772',44,629,22,0,0,24,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
