@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute posx numeric
@attribute posy numeric
@attribute vel numeric
@attribute accel numeric
@attribute time numeric
@attribute signal numeric
@attribute accel_Max10 numeric
@attribute accel_stddev numeric
@attribute posx_stddev numeric
@attribute posy_stddev numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric

@data
881,'2018/04/04 19:57:27:350',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
882,'2018/04/04 19:57:27:553',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
883,'2018/04/04 19:57:27:754',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
884,'2018/04/04 19:57:27:958',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
885,'2018/04/04 19:57:28:159',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
886,'2018/04/04 19:57:28:361',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
887,'2018/04/04 19:57:28:563',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
888,'2018/04/04 19:57:28:767',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
889,'2018/04/04 19:57:28:972',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
890,'2018/04/04 19:57:29:176',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
891,'2018/04/04 19:57:29:380',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
892,'2018/04/04 19:57:29:583',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
893,'2018/04/04 19:57:29:788',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
894,'2018/04/04 19:57:29:992',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
895,'2018/04/04 19:57:30:194',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
896,'2018/04/04 19:57:30:397',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
897,'2018/04/04 19:57:30:600',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
898,'2018/04/04 19:57:30:801',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
899,'2018/04/04 19:57:31:001',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
900,'2018/04/04 19:57:31:204',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
901,'2018/04/04 19:57:31:404',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
902,'2018/04/04 19:57:31:609',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
903,'2018/04/04 19:57:31:814',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
904,'2018/04/04 19:57:32:017',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
905,'2018/04/04 19:57:32:221',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
906,'2018/04/04 19:57:32:426',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
907,'2018/04/04 19:57:32:626',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
908,'2018/04/04 19:57:32:827',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
909,'2018/04/04 19:57:33:029',28,638,113,0,0,7,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
995,'2018/04/04 19:58:37:443',30,638,113,0,0,8,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
996,'2018/04/04 19:58:37:643',30,638,113,0,0,8,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
997,'2018/04/04 19:58:37:847',30,638,113,0,0,8,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
998,'2018/04/04 19:58:38:051',30,638,113,0,0,8,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
999,'2018/04/04 19:58:38:256',30,638,113,0,0,8,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1000,'2018/04/04 19:58:38:456',30,638,113,0,0,8,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1001,'2018/04/04 19:58:38:660',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1002,'2018/04/04 19:58:38:863',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1003,'2018/04/04 19:58:39:066',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1004,'2018/04/04 19:58:39:268',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1005,'2018/04/04 19:58:39:469',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1006,'2018/04/04 19:58:39:669',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1007,'2018/04/04 19:58:39:872',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1008,'2018/04/04 19:58:40:076',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1009,'2018/04/04 19:58:40:277',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1010,'2018/04/04 19:58:40:478',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1011,'2018/04/04 19:58:40:679',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1012,'2018/04/04 19:58:40:883',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1013,'2018/04/04 19:58:41:088',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1014,'2018/04/04 19:58:41:290',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1015,'2018/04/04 19:58:41:493',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1016,'2018/04/04 19:58:41:697',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1017,'2018/04/04 19:58:41:901',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1018,'2018/04/04 19:58:42:104',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1019,'2018/04/04 19:58:42:304',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1020,'2018/04/04 19:58:42:504',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1021,'2018/04/04 19:58:42:705',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1022,'2018/04/04 19:58:42:909',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1023,'2018/04/04 19:58:43:112',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1024,'2018/04/04 19:58:43:315',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1025,'2018/04/04 19:58:43:519',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1026,'2018/04/04 19:58:43:722',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1027,'2018/04/04 19:58:43:925',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1028,'2018/04/04 19:58:44:126',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1029,'2018/04/04 19:58:44:331',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1030,'2018/04/04 19:58:44:535',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1031,'2018/04/04 19:58:44:737',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1032,'2018/04/04 19:58:44:940',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1033,'2018/04/04 19:58:45:144',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1034,'2018/04/04 19:58:45:347',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1035,'2018/04/04 19:58:45:551',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1036,'2018/04/04 19:58:45:752',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1037,'2018/04/04 19:58:45:953',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1038,'2018/04/04 19:58:46:157',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1039,'2018/04/04 19:58:46:361',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1040,'2018/04/04 19:58:46:561',30,638,113,0,0,9,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1041,'2018/04/04 19:59:48:678',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1042,'2018/04/04 19:59:48:882',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1043,'2018/04/04 19:59:49:086',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1044,'2018/04/04 19:59:49:286',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1045,'2018/04/04 19:59:49:488',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1046,'2018/04/04 19:59:49:689',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1047,'2018/04/04 19:59:49:890',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1048,'2018/04/04 19:59:50:094',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1049,'2018/04/04 19:59:50:296',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1050,'2018/04/04 19:59:50:498',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1051,'2018/04/04 19:59:50:702',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1052,'2018/04/04 19:59:50:905',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1053,'2018/04/04 19:59:51:108',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1054,'2018/04/04 19:59:51:311',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1055,'2018/04/04 19:59:51:513',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1056,'2018/04/04 19:59:51:715',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1057,'2018/04/04 19:59:51:920',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1058,'2018/04/04 19:59:52:122',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1059,'2018/04/04 19:59:52:327',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1060,'2018/04/04 19:59:52:528',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1061,'2018/04/04 19:59:52:728',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1062,'2018/04/04 19:59:52:929',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1063,'2018/04/04 19:59:53:130',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1064,'2018/04/04 19:59:53:331',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1065,'2018/04/04 19:59:53:534',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1066,'2018/04/04 19:59:53:738',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1067,'2018/04/04 19:59:53:940',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1068,'2018/04/04 19:59:54:142',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1069,'2018/04/04 19:59:54:345',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1070,'2018/04/04 19:59:54:549',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1071,'2018/04/04 19:59:54:753',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1072,'2018/04/04 19:59:54:954',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1073,'2018/04/04 19:59:55:158',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1074,'2018/04/04 19:59:55:361',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1075,'2018/04/04 19:59:55:564',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1076,'2018/04/04 19:59:55:767',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1077,'2018/04/04 19:59:55:968',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1078,'2018/04/04 19:59:56:172',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1079,'2018/04/04 19:59:56:373',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1080,'2018/04/04 19:59:56:573',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1081,'2018/04/04 19:59:56:774',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1082,'2018/04/04 19:59:56:978',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1083,'2018/04/04 19:59:57:179',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1084,'2018/04/04 19:59:57:380',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1085,'2018/04/04 19:59:57:582',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1086,'2018/04/04 19:59:57:785',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1087,'2018/04/04 19:59:57:987',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1088,'2018/04/04 19:59:58:191',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1089,'2018/04/04 19:59:58:395',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1090,'2018/04/04 19:59:58:599',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1091,'2018/04/04 19:59:58:803',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1092,'2018/04/04 19:59:59:005',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1093,'2018/04/04 19:59:59:207',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1094,'2018/04/04 19:59:59:412',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1095,'2018/04/04 19:59:59:612',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1096,'2018/04/04 19:59:59:817',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1097,'2018/04/04 20:00:00:021',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1098,'2018/04/04 20:00:00:222',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1099,'2018/04/04 20:00:00:424',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1100,'2018/04/04 20:00:00:625',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1101,'2018/04/04 20:00:00:828',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1102,'2018/04/04 20:00:01:029',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1103,'2018/04/04 20:00:01:230',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1104,'2018/04/04 20:00:01:430',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1105,'2018/04/04 20:00:01:634',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1106,'2018/04/04 20:00:01:837',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1107,'2018/04/04 20:00:02:038',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1108,'2018/04/04 20:00:02:238',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1109,'2018/04/04 20:00:02:439',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1110,'2018/04/04 20:00:02:640',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1111,'2018/04/04 20:00:02:842',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1112,'2018/04/04 20:00:03:046',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1113,'2018/04/04 20:00:03:249',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1114,'2018/04/04 20:00:03:451',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1115,'2018/04/04 20:00:03:654',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1116,'2018/04/04 20:00:03:858',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1117,'2018/04/04 20:00:04:062',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1118,'2018/04/04 20:00:04:263',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1119,'2018/04/04 20:00:04:468',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1120,'2018/04/04 20:00:04:672',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1121,'2018/04/04 20:00:04:875',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1122,'2018/04/04 20:00:05:080',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1123,'2018/04/04 20:00:05:281',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1124,'2018/04/04 20:00:05:484',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1125,'2018/04/04 20:00:05:689',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1126,'2018/04/04 20:00:05:892',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1127,'2018/04/04 20:00:06:097',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1128,'2018/04/04 20:00:06:300',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1129,'2018/04/04 20:00:06:503',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1130,'2018/04/04 20:00:06:706',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1131,'2018/04/04 20:00:06:907',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1132,'2018/04/04 20:00:07:110',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1133,'2018/04/04 20:00:07:313',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1134,'2018/04/04 20:00:07:514',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1135,'2018/04/04 20:00:07:715',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1136,'2018/04/04 20:00:07:917',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1137,'2018/04/04 20:00:08:122',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1138,'2018/04/04 20:00:08:325',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1139,'2018/04/04 20:00:08:528',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1140,'2018/04/04 20:00:08:731',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1141,'2018/04/04 20:00:08:933',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1142,'2018/04/04 20:00:09:134',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1143,'2018/04/04 20:00:09:338',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1144,'2018/04/04 20:00:09:540',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1145,'2018/04/04 20:00:09:741',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1146,'2018/04/04 20:00:09:944',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1147,'2018/04/04 20:00:10:147',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1148,'2018/04/04 20:00:10:350',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1149,'2018/04/04 20:00:10:552',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1150,'2018/04/04 20:00:10:756',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1151,'2018/04/04 20:00:10:956',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1152,'2018/04/04 20:00:11:157',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1153,'2018/04/04 20:00:11:359',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1154,'2018/04/04 20:00:11:559',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1155,'2018/04/04 20:00:11:762',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1156,'2018/04/04 20:00:11:964',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1157,'2018/04/04 20:00:12:165',31,638,113,0,0,10,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
