@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute iposx numeric
@attribute iposy numeric
@attribute ivel numeric
@attribute iaccel numeric
@attribute itime numeric
@attribute isignal numeric
@attribute icorners numeric
@attribute icornersx numeric
@attribute icornersy numeric
@attribute iaccel_Max10 numeric
@attribute iaccel_stddev numeric
@attribute iposx_stddev numeric
@attribute iposy_stddev numeric
@attribute posx numeric
@attribute posy numeric
@attribute vel numeric
@attribute accel numeric
@attribute time numeric
@attribute signal {0,1,2}
@attribute accelMax numeric
@attribute accel_stddev numeric
@attribute posx-stddev numeric
@attribute posy-stddev numeric
@attribute conductor_events {0,1,2,3,4,5,6,7,8,9,10}
@attribute conductor_time numeric
@attribute graphics_trigger numeric
@attribute color_trigger numeric
@attribute particle_maxspeed numeric
@attribute particle_maxforce numeric
@attribute mixgraphics {0,1,2,3,4,5}
@attribute corners {0,1,2,3,4,5}
@attribute cornersx numeric
@attribute cornersy numeric

@data
481,'2018/04/10 21:00:07:282',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
482,'2018/04/10 21:00:07:298',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
483,'2018/04/10 21:00:07:315',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
484,'2018/04/10 21:00:07:332',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
485,'2018/04/10 21:00:07:348',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
486,'2018/04/10 21:00:07:365',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
487,'2018/04/10 21:00:07:382',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
488,'2018/04/10 21:00:07:399',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
489,'2018/04/10 21:00:07:416',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
490,'2018/04/10 21:00:07:432',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
491,'2018/04/10 21:00:07:448',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
492,'2018/04/10 21:00:07:466',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
493,'2018/04/10 21:00:07:482',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
494,'2018/04/10 21:00:07:498',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
495,'2018/04/10 21:00:07:515',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
496,'2018/04/10 21:00:07:532',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
497,'2018/04/10 21:00:07:548',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
498,'2018/04/10 21:00:07:565',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
499,'2018/04/10 21:00:07:582',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
500,'2018/04/10 21:00:07:599',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
501,'2018/04/10 21:00:07:615',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
502,'2018/04/10 21:00:07:632',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
503,'2018/04/10 21:00:07:649',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
504,'2018/04/10 21:00:07:666',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
505,'2018/04/10 21:00:07:682',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
506,'2018/04/10 21:00:07:699',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
507,'2018/04/10 21:00:07:716',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
508,'2018/04/10 21:00:07:733',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
509,'2018/04/10 21:00:07:749',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
510,'2018/04/10 21:00:07:766',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
511,'2018/04/10 21:00:07:782',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
512,'2018/04/10 21:00:07:800',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
513,'2018/04/10 21:00:07:816',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
514,'2018/04/10 21:00:07:833',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
515,'2018/04/10 21:00:07:850',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
516,'2018/04/10 21:00:07:866',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
517,'2018/04/10 21:00:07:883',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
518,'2018/04/10 21:00:07:899',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
519,'2018/04/10 21:00:07:916',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
520,'2018/04/10 21:00:07:933',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
521,'2018/04/10 21:00:07:949',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
522,'2018/04/10 21:00:07:966',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
523,'2018/04/10 21:00:07:983',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
524,'2018/04/10 21:00:07:999',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
525,'2018/04/10 21:00:08:016',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
526,'2018/04/10 21:00:08:032',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
527,'2018/04/10 21:00:08:049',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
528,'2018/04/10 21:00:08:067',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
529,'2018/04/10 21:00:08:082',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
530,'2018/04/10 21:00:08:099',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
531,'2018/04/10 21:00:08:117',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
532,'2018/04/10 21:00:08:134',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
533,'2018/04/10 21:00:08:150',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
534,'2018/04/10 21:00:08:167',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
535,'2018/04/10 21:00:08:183',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
536,'2018/04/10 21:00:08:199',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
537,'2018/04/10 21:00:08:216',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
538,'2018/04/10 21:00:08:233',8,313,479,0,0,84,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
539,'2018/04/10 21:01:21:342',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
540,'2018/04/10 21:01:21:359',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
541,'2018/04/10 21:01:21:376',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
542,'2018/04/10 21:01:21:392',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
543,'2018/04/10 21:01:21:410',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
544,'2018/04/10 21:01:21:426',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
545,'2018/04/10 21:01:21:444',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
546,'2018/04/10 21:01:21:460',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
547,'2018/04/10 21:01:21:476',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
548,'2018/04/10 21:01:21:492',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
549,'2018/04/10 21:01:21:509',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
550,'2018/04/10 21:01:21:525',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
551,'2018/04/10 21:01:21:542',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
552,'2018/04/10 21:01:21:559',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
553,'2018/04/10 21:01:21:576',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
554,'2018/04/10 21:01:21:592',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
555,'2018/04/10 21:01:21:609',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
556,'2018/04/10 21:01:21:626',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
557,'2018/04/10 21:01:21:642',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
558,'2018/04/10 21:01:21:660',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
559,'2018/04/10 21:01:21:676',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
560,'2018/04/10 21:01:21:693',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
561,'2018/04/10 21:01:21:717',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
562,'2018/04/10 21:01:21:732',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
563,'2018/04/10 21:01:21:748',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
564,'2018/04/10 21:01:21:764',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
565,'2018/04/10 21:01:21:780',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
566,'2018/04/10 21:01:21:797',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
567,'2018/04/10 21:01:21:813',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
568,'2018/04/10 21:01:21:829',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
569,'2018/04/10 21:01:21:846',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
570,'2018/04/10 21:01:21:863',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
571,'2018/04/10 21:01:21:879',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
572,'2018/04/10 21:01:21:896',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
573,'2018/04/10 21:01:21:912',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
574,'2018/04/10 21:01:21:929',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
575,'2018/04/10 21:01:21:945',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
576,'2018/04/10 21:01:21:961',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
577,'2018/04/10 21:01:21:977',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
578,'2018/04/10 21:01:21:994',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
579,'2018/04/10 21:01:22:011',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
580,'2018/04/10 21:01:22:028',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
581,'2018/04/10 21:01:22:044',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
582,'2018/04/10 21:01:22:061',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
583,'2018/04/10 21:01:22:077',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
584,'2018/04/10 21:01:22:093',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
585,'2018/04/10 21:01:22:110',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
586,'2018/04/10 21:01:22:126',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
587,'2018/04/10 21:01:22:142',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
588,'2018/04/10 21:01:22:160',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
589,'2018/04/10 21:01:22:175',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
590,'2018/04/10 21:01:22:192',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
591,'2018/04/10 21:01:22:209',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
592,'2018/04/10 21:01:22:226',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
593,'2018/04/10 21:01:22:242',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
594,'2018/04/10 21:01:22:259',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
595,'2018/04/10 21:01:22:276',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
596,'2018/04/10 21:01:22:293',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
597,'2018/04/10 21:01:22:309',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
598,'2018/04/10 21:01:22:326',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
599,'2018/04/10 21:01:22:343',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
600,'2018/04/10 21:01:22:360',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
601,'2018/04/10 21:01:22:376',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
602,'2018/04/10 21:01:22:393',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
603,'2018/04/10 21:01:22:410',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
604,'2018/04/10 21:01:22:426',9,141,479,0,0,86,0,3,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
605,'2018/04/10 21:01:27:810',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
606,'2018/04/10 21:01:27:827',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
607,'2018/04/10 21:01:27:844',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
608,'2018/04/10 21:01:27:861',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
609,'2018/04/10 21:01:27:877',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
610,'2018/04/10 21:01:27:896',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
611,'2018/04/10 21:01:27:914',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
612,'2018/04/10 21:01:27:928',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
613,'2018/04/10 21:01:27:944',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
614,'2018/04/10 21:01:27:961',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
615,'2018/04/10 21:01:27:977',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
616,'2018/04/10 21:01:27:994',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
617,'2018/04/10 21:01:28:010',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
618,'2018/04/10 21:01:28:028',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
619,'2018/04/10 21:01:28:044',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
620,'2018/04/10 21:01:28:061',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
621,'2018/04/10 21:01:28:077',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
622,'2018/04/10 21:01:28:095',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
623,'2018/04/10 21:01:28:111',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
624,'2018/04/10 21:01:28:127',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
625,'2018/04/10 21:01:28:144',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
626,'2018/04/10 21:01:28:161',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
627,'2018/04/10 21:01:28:178',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
628,'2018/04/10 21:01:28:194',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
629,'2018/04/10 21:01:28:210',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
630,'2018/04/10 21:01:28:228',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
631,'2018/04/10 21:01:28:244',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
632,'2018/04/10 21:01:28:261',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
633,'2018/04/10 21:01:28:277',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
634,'2018/04/10 21:01:28:294',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
635,'2018/04/10 21:01:28:310',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
636,'2018/04/10 21:01:28:327',10,141,479,0,0,86,0,3,0,0,0,0,0,0,?,480,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
